ADM,CLOT,DOM,EDUC,ELEC,EXP,FDAW,FDHO,FOOT,FURN,GASO,HEAL,HHTENURE,HOUS,ID,LIFE,LOCT,MAPP,PERS,READ,REFAGE,REFEDUC,REFMS,REFRACE,REFSEX,REGION,SAPP,SIZE,SIZEAF,SIZEAM,SIZEIN,SIZEJF,SIZEJM,TELE,TEXT,TOB,TOYS,TRIP,URBAN
0,808,0,0,580,19526.05,780,3315,192,0,1350,280,1,2572.25,2547514,90,0,0,0,0,34,12,1,1,2,3,0,5,1,1,0,2,1,806,0,130,0,0,1
0,60,0,0,101,4112.25,86.6667,238.3333,0,0,60,280,4,679,2601953,0,0,0,5.6667,0,22,15,5,1,1,3,27,1,0,1,0,0,0,50,0,0,235,0,1
0,0,0,0,135,2325.333,0,277.3333,0,0,70,280,4,1150,2565304,0,0,0,15.3333,26.6667,87,12,2,1,2,4,0,1,1,0,0,0,0,116,0,0,25,0,1
33.3333,130,0,0,68,4763.333,346.6667,693.3333,0,0,400,280,4,1400,2565394,0,103.3333,0,25.3333,0,33,15,1,4,2,1,0,2,1,1,0,0,0,156,63,0,0,0,1
100,117,2000,1300,250,12506.29,433.3333,1300,75,0,700,280,4,2257,2596443,0,0,0,0,33.3333,41,17,1,4,1,3,0,4,1,1,0,1,1,206,0,0,120,0,1
110,855,0,0,233,11806.25,650,1820,0,0,750,280,1,2288.25,2555684,0,0,0,150,0,55,12,1,1,2,4,0,2,1,1,0,0,0,132,0,520,0,0,1
0,0,0,0,187,2913.817,26.6667,520,0,0,150,279.9,4,975,2577694,174,0,0,0,0,58,12,2,2,2,3,0,3,1,1,0,1,0,52,0,0,0,0,1
13.3333,250,0,0,480,8319.467,303.3333,693.3333,60,0,600,279.8,1,4537.333,2566534,0,0,0,100,13.3333,56,12,5,2,2,2,42,2,1,0,0,0,1,80,25,0,100,0,1
0,0,0,0,112,7121.717,523.3333,346.6667,0,0,434,279.8,1,4485.417,2540395,0,0,0,100,0,75,13,1,1,1,2,0,2,1,1,0,0,0,247,0,0,0,0,1
0,0,0,0,181,1583.133,0,346.6667,0,0,0,279.8,2,133.3333,2528635,0,0,0,0,33.3333,87,12,2,1,2,3,0,1,1,0,0,0,0,96,0,0,0,0,1
0,22,0,0,500,3435.8,0,606.6667,0,0,200,279.8,2,831.6667,2561664,0,0,0,0,0,68,13,4,2,2,3,0,2,2,0,0,0,0,118,0,0,0,0,1
0,0,0,0,60,5219.2,86.6667,1950,0,0,200,279.8,4,1130,2630192,0,0,0,0,0,82,12,2,2,1,2,0,1,0,1,0,0,0,232,0,303.3333,0,0,1
74.3333,30,0,0,180,7965.833,600,520,0,0,360,279,1,208.6667,2644462,96,0,0,30,0,44,16,1,1,2,2,0,5,1,3,0,0,1,120,43,73.6667,0,0,1
78.6667,317,18,0,52,4454.917,173.3333,281.6667,0,0,150,279,2,396.6667,2574934,0,40,0,23.3333,7,36,17,5,4,1,3,75,1,0,1,0,0,0,87,0,43.3333,978,0,1
0,0,17,0,60,3370.9,0,1646.667,0,0,30,278.9,1,295.3333,2577514,0,0,0,20,0,72,13,3,1,1,3,0,1,0,1,0,0,0,100,0,0,0,0,1
148,56,495,0,275,5543.833,69.3333,476.6667,0,0,118,278,2,552.8333,2600203,50,0,0,26.6667,323.3333,87,16,3,1,2,4,0,1,1,0,0,0,0,104,208,0,222,234,1
105,25,0,0,440,11037,660,520,165,0,630,278,4,4920,2546575,0,0,0,24,16,22,15,5,1,1,4,0,1,0,1,0,0,0,120,0,0,90,405,1
237.6667,60,15,0,227,5176.583,368.3333,346.6667,0,0,260,278,2,1085,2574984,0,0,0,83.3333,0,62,15,1,1,1,3,0,2,1,1,0,0,0,172,0,0,0,0,1
9.3333,233,0,0,110,5795.233,43.3333,294.6667,64,0,480,277.9,2,1354,2572114,0,0,0,36.6667,12.6667,63,15,1,1,2,1,150,2,1,1,0,0,0,129,0,0,169,0,1
0,38,0,0,0,2045.467,86.6667,346.6667,0,0,80,277.8,2,98.3333,2595183,0,0,0,0,0,87,12,2,1,2,3,0,1,1,0,0,0,0,90,0,0,0,0,1
0,75,0,0,100,6599.5,346.6667,520,0,0,440,277.3333,1,1836,2632392,0,0,0,25.3333,3.3333,49,12,1,1,1,2,21,2,1,1,0,0,0,212,0,173.3333,170,0,1
0,206,0,1000,556,16452.77,2506.667,663.3333,74,2297,1057.25,276.6667,4,1623.333,2595893,0,0,0,6.6667,0,51,11,3,1,1,2,0,2,0,2,0,0,0,340,0,364,96,0,1
88,600,0,0,70,3874.667,368.3333,381.3333,0,0,120,276.6667,1,709,2577814,0,0,0,14,26.3333,29,15,1,1,2,4,0,2,1,1,0,0,0,0,0,0,227,0,1
0,241,0,0,130,5535.15,343.3333,563.3333,133,0,750,276,1,1068,2641392,0,0,0,25,0,44,13,1,1,2,2,0,3,1,2,0,0,0,325,0,0,0,0,2
0,10,0,0,250,7273.333,0,584,0,0,320,276,1,2278,2634132,28,0,0,46.6667,0,54,16,3,6,2,3,0,1,1,0,0,0,0,108,0,0,0,0,1
0,200,0,0,195,5056.417,43.3333,541.6667,0,90,260,275.6667,4,1495,2646252,0,0,0,83.3333,0,46,15,3,2,2,3,21,3,1,1,0,0,1,175,40,0,0,0,1
0,0,0,0,280,3638.467,260,910,0,0,480,275.1333,1,560.6667,2667882,0,0,0,0,20,77,12,3,1,2,3,0,3,2,1,0,0,0,54,0,242.6667,0,0,1
280,799,0,3000,610,18848.75,650,2080,21,0,900,275,1,2891,2622992,200,0,0,409,260,37,15,1,1,2,3,0,3,1,1,0,1,0,900,0,0,0,0,1
166,0,0,0,155,3495.5,86.6667,325,0,0,175,275,1,746.6667,2571494,0,0,0,0,7.6667,35,14,1,1,2,1,0,5,1,1,0,1,2,155,109,43.3333,10,0,1
0,150,0,0,176,5317.533,0,216.6667,0,0,100,274.8,2,2580,2628962,0,0,0,0,0,81,10,1,1,1,1,0,2,1,1,0,0,0,58,0,0,0,0,1
0,0,0,0,188,3223.8,0,520,0,0,400,274.8,1,452.6667,2628722,75,0,0,0,0,60,11,3,1,1,3,0,1,0,1,0,0,0,280,0,303.3333,0,0,1
0,100,0,0,80,7679.8,216.6667,173.3333,0,1900,100,274.8,4,2475.333,2679065,0,0,0,41.6667,0,74,12,1,1,1,2,0,2,1,1,0,0,0,23,0,0,0,0,1
0,0,0,0,200,2041.5,216.6667,303.3333,0,0,150,274,2,28.9167,2602513,120,0,0,100,0,45,12,5,2,2,3,0,2,2,0,0,0,0,182,0,0,0,0,1
70.3333,250,0,0,135,3483.033,210,563.6667,0,0,350,273.3333,4,409,2535975,0,0,0,0,15.6667,37,12,1,1,1,3,0,4,3,1,0,0,0,70,0,0,0,0,1
90,625,150,0,293,13413,1300,650,170,0,525,272,4,3900,2550454,780,40,0,320,0,28,15,5,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,327,5649.75,455,1014,0,0,1800,272,2,600,2551134,0,0,0,12,0,55,12,3,1,1,3,0,1,0,1,0,0,0,153,0,0,0,0,1
0,0,19,0,140,4384.167,0,121.3333,45,1500,150,272,1,517.6667,2529735,0,0,0,50,20,62,15,5,1,1,3,0,1,0,1,0,0,0,80.6667,0,0,0,0,1
0,0,0,0,270,2889.633,650,130,0,0,500,271.8,2,273.8333,2524155,0,0,48,0,0,72,10,2,2,1,3,0,1,0,1,0,0,0,102,0,0,0,0,2
183.3333,2700,0,0,600,17752.7,4826.667,1213.333,0,0,750,271.8,1,1450.667,2565244,0,0,0,230,210,46,13,1,1,2,3,0,6,3,2,0,1,0,780,25,0,629,0,1
13.3333,0,0,0,300,2895.233,216.6667,433.3333,0,0,150,271.2333,4,550,2603983,1,0,0,0,11.6667,47,14,1,1,1,4,0,2,1,1,0,0,0,250,50,43.3333,0,0,1
13.3333,0,0,0,178,2083.933,216.6667,390,0,0,240,270.8,2,83.3333,2572824,0,0,0,6.6667,0,63,15,3,1,2,3,0,5,2,2,0,0,1,80,0,0,0,0,1
12,0,8,0,80,3130.167,303.3333,260,0,0,240,270.6667,2,232,2634392,0,0,0,40,0,62,12,5,1,1,2,0,1,0,1,0,0,0,52,0,0,0,0,1
100,432,0,0,250,13064.95,770,1040,43,216,250,270,1,3104,2519145,0,0,0,400,0,49,13,5,1,2,2,0,1,1,0,0,0,0,120,0,0,0,630,1
465,735,0,0,210,19813.25,2600,650,0,0,600,270,4,6000,2621902,0,380,0,150,70,32,16,1,1,2,1,0,2,1,1,0,0,0,180,0,0,75,0,1
92,212,0,0,180,8845.233,296.6667,866.6667,0,0,400,270,1,1987,2558444,51,0,0,80,0,47,15,1,1,1,1,110,4,1,1,0,1,1,298,0,0,0,0,1
0,0,0,0,160,18655.25,520,4160,0,0,600,270,1,6514,2511825,0,0,0,0,0,49,15,3,1,1,4,0,2,1,1,0,0,0,156,0,0,120,0,1
385,962,0,0,280,14542.5,650,3250,300,0,792,270,1,2548,2581363,0,0,0,260,0,36,12,1,1,1,2,0,6,2,1,0,1,2,930,0,0,30,0,1
31,886,0,0,321,10576.75,1495,988,398,0,915,270,2,1913,2514235,0,0,0,0,0,38,10,5,1,1,2,0,4,0,1,0,3,0,802,0,0,0,0,1
0,634,0,0,42,3287.317,43.3333,238.3333,166,0,150,269.9,2,583.3333,2539845,0,0,0,33.3333,0,87,12,2,1,2,1,0,2,2,0,0,0,0,135,0,0,0,0,1
0,11.6667,0,0,35,3021.9,303.3333,73.6667,105,0,190,269.9,4,1010,2540015,0,0,0,4.3333,0,87,13,2,1,1,1,0,1,0,1,0,0,0,40,0,0,0,0,1
0,340,740,0,356,26845.82,325,693.3333,200,800,900,269.8,2,1582.833,2569814,6455,0,0,100,66.6667,70,16,1,1,1,3,60,2,1,1,0,0,0,220,0,0,800,0,1
0,144,0,0,74,2455.467,216.6667,688,0,0,400,269.8,2,115,2562154,0,0,0,50,0,79,15,1,1,2,4,0,2,1,1,0,0,0,64,0,0,16,0,1
0,0,0,0,75,2438.033,0,541.6667,0,0,20,269.7,4,939,2540325,89,0,0,0,0,40,12,5,1,2,2,0,3,3,0,0,0,0,59.3333,0,0,50,0,1
0,0,0,0,140,10028,0,606.6667,0,0,260,269.3333,2,1967.667,2597263,0,0,0,13.3333,106.6667,51,16,5,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
52,16,0,0,126,7043.25,40,1391,37,106,652,267,4,1635,2548794,0,0,0,0,24,24,13,1,1,2,2,21,2,1,1,0,0,0,510,0,0,0,0,1
584,750,21,0,627,24214.25,966,520,0,0,780,267,1,4880,2545274,520,0,0,0,0,57,13,3,1,1,3,0,1,0,1,0,0,0,547,0,0,375,100,1
0,255,0,0,30,3619.167,650,498.3333,0,0,90,267,4,1250,2543405,0,0,0,0,0,60,10,1,1,1,4,0,4,2,1,0,1,0,50,0,0,0,0,1
0,0,0,0,180,7152.933,0,780,0,0,640,266.6667,1,3094,2632253,0,0,0,0,0,59,14,1,1,1,2,0,2,1,1,0,0,0,454,0,0,0,0,1
56.6667,133.3333,100,20,28,4504.25,260,1126.667,68,0,430,266.6667,1,1080.333,2645682,0,0,0,10,5,31,13,1,1,2,4,0,5,1,1,1,1,1,46,0,0,15,0,1
94,300,260,0,100,6452.934,966.6667,1083.333,0,0,320,266.6667,1,1600.667,2608363,0,0,0,40,53.3333,35,16,1,1,2,3,0,4,1,1,0,1,1,302,0,0,0,0,1
0,0,0,0,200,4774.9,432,749.3333,0,0,0,266.6667,1,497.6667,2630532,30,0,0,0,0,56,16,1,1,1,3,0,2,1,1,0,0,0,220,0,0,0,0,1
0,80,0,0,400,4849.5,346.6667,693.3333,0,0,600,266.6667,4,1450,2633032,0,0,0,0,0,33,13,5,1,1,2,0,3,1,1,0,1,0,200,0,0,100,0,1
0,0,36,0,250,3628.15,346.6667,346.6667,300,0,80,266.6667,4,1200,2605533,0,0,0,0,0,28,13,1,1,2,4,0,2,1,1,0,0,0,95,0,0,0,0,1
420,301,3420,0,180,15188.47,1066.667,1300,111,0,850,266.6667,4,2370,2593303,0,0,40,100,100,33,14,1,1,1,4,188,4,1,1,1,1,0,426.6667,0,0,300,0,1
940.6667,1624,50,0,388,24876.07,3466.667,866.6667,161,0,1200,266.6667,4,3110,2631322,0,600,96,866.6667,13.3333,29,15,5,1,1,1,0,2,1,1,0,0,0,478,0,0,0,0,1
0,0,0,0,73,2304.083,108.3333,368.3333,0,0,150,266.6667,4,600,2605133,0,0,0,0,0,46,11,1,1,1,2,0,2,1,1,0,0,0,50,0,216.6667,10,0,1
0,0,0,0,166,5111.767,0,866.6667,0,0,560,266.6667,1,1878,2571954,0,0,0,0,10.6667,39,13,1,5,1,4,0,5,2,2,0,1,0,160,0,0,0,0,1
108.3333,24,0,0,139,4371.233,166.6667,238.3333,0,0,100,266.5667,1,1156.333,2645482,0,0,300,15,0,65,15,5,1,2,4,0,1,1,0,0,0,0,100,0,0,0,0,1
0,0,0,0,300,2034.133,0,476.6667,0,0,150,266.4667,4,652,2637415,0,0,0,0,0,57,15,1,1,2,3,0,4,2,0,0,1,1,79,0,0,0,0,1
0,0,0,0,62,1169.9,110.6667,203,0,0,100,265.9,2,309.3333,2610563,0,0,0,0,0,68,11,2,1,1,3,0,1,0,1,0,0,0,64,0,0,0,0,1
0,0,0,0,319,12022.25,260,1040,140,0,918.75,265,1,2148,2549784,4,0,0,15,24,27,13,3,1,1,3,0,2,1,1,0,0,0,495,0,1040,375,0,2
0,40,0,0,99,3491.133,86.6667,303.3333,0,0,100,264.8,4,1347.333,2565494,0,0,0,0,0,78,11,3,1,1,3,0,1,0,1,0,0,0,50,0,0,0,0,1
0,164,0,0,200,2974.383,173.3333,390,6,0,200,264.8,2,37.5,2572894,0,0,0,89,60,76,14,1,1,1,3,0,2,1,1,0,0,0,75,0,195,0,0,2
28.3333,61.6667,0,0,89,9311.147,533.3333,1408.333,0,0,256,264.6667,1,3490,2538655,80,0,0,120,28.3333,56,15,1,1,2,3,0,3,1,1,0,1,0,267,0,0,0,324,1
0,0,0,0,153,1611.783,216,368.3333,0,0,300,264.4667,2,100,2644632,0,0,0,0,0,54,12,1,1,2,2,0,2,1,1,0,0,0,120,0,0,0,0,1
40,32,70,0,217,12152.3,650,845,169,0,900,264,1,2656,2556244,0,0,1400,45,70,33,13,1,1,1,3,159,2,1,1,0,0,0,600,0,0,96,0,1
0,448,135,0,130,4393.333,108.3333,433.3333,0,0,370,264,1,296.8333,2571044,0,0,0,0,0,32,15,1,1,2,2,0,3,1,1,1,0,0,205,0,0,210,0,1
483,180,0,40,518,9025.35,266,3120,104,0,1264,264,4,150,2512865,0,0,0,223,18,41,15,1,1,1,4,0,4,1,1,0,2,0,138,0,0,2,0,1
0,23,0,0,340,4931.667,0,728.6667,21,0,504.75,263.6667,1,824.6667,2595513,52,0,0,8.6667,0,51,13,1,1,1,3,0,2,1,1,0,0,0,138,20,260,0,0,1
52,20,0,0,160,2993.083,21.6667,433.3333,0,0,470,263.3333,1,617.3333,2570824,0,0,0,35,0,37,13,1,1,1,2,0,3,1,2,0,0,0,80,15,108.3333,0,0,2
20,0,0,0,128,1943.333,108.3333,216.6667,0,0,120,263,1,251.3333,2645432,0,0,0,52,27.3333,44,14,5,2,2,3,64,1,1,0,0,0,0,109,0,0,0,0,1
0,155,0,0,72,3756.767,108.3333,325,0,0,280,263,2,102.6667,2646542,154,0,0,0,0,65,12,1,2,1,3,0,2,1,1,0,0,0,99,0,121.3333,0,0,1
0,82,0,0,70,3671.233,130,433.3333,68,0,250,262,4,1000,2534105,0,0,0,10,0,42,14,1,1,1,2,0,4,1,3,0,0,0,170,0,0,0,0,1
0,0,0,0,100,2258.833,130,260,0,0,350,262,2,90.3333,2559224,0,0,0,40,0,50,12,5,2,1,3,0,1,0,1,0,0,0,180,0,0,0,0,1
0,0,0,0,139,1421.467,65,260,0,0,274,261.8,2,141.6667,2538625,0,0,0,0,0,65,15,1,1,1,2,0,2,1,1,0,0,0,60,0,0,0,0,2
19.6667,0,0,0,116,4425.9,216.6667,390,0,0,200,260.9,1,1207,2645342,0,0,0,23.3333,0,56,14,1,1,2,3,64,2,1,1,0,0,0,41,0,0,197,0,1
10.6667,505,40,0,125,7353.033,864,1776.667,0,0,0,260,4,1300,2533625,0,276.6667,0,40,229.3333,46,14,1,1,2,4,50,4,1,1,0,2,0,430,40,216.6667,2,0,1
14.6667,105,0,0,177,4482,173.3333,650,0,0,200,260,4,886,2627462,31,0,0,0,0,23,14,5,1,2,2,117,1,1,0,0,0,0,60,0,0,0,0,1
0,75,75,0,414,9373.5,130,2600,0,0,180,260,4,3750,2552944,0,0,0,0,0,51,15,1,2,2,1,0,5,2,1,0,1,1,292,0,0,0,0,1
26.6667,51,0,0,222,3715.333,173.3333,650,0,0,200,260,2,133.3333,2559774,42,140,0,73.3333,28,56,12,3,2,2,3,0,1,1,0,0,0,0,206,20,0,0,0,1
58.3333,0,0,0,50,4483.417,216.6667,173.3333,0,0,100,260,1,973.3333,2642272,0,0,0,10,150,31,15,3,1,1,4,0,1,0,1,0,0,0,50,0,0,0,0,1
285,752,0,1545,298,16632.75,490,3445,0,0,675,260,2,369,2621122,82,0,0,250,20,41,16,1,1,1,1,25,5,1,1,0,1,2,324,0,0,200,0,1
120,2500,0,0,130,10419.77,693.3333,780,0,0,600,260,4,1850,2527135,100,0,0,80,0,36,15,1,1,1,2,0,3,1,1,0,1,0,240,0,0,200,0,1
58.3333,40,820,0,90,3555.567,173.3333,303.3333,0,0,125,260,1,287.5,2570214,0,0,0,18,0,35,15,1,1,1,4,0,3,1,1,1,0,0,22,0,0,200,0,1
321.6667,0,256,0,300,8155.295,650,823.3333,0,0,600,260,2,781,2537035,0,0,0,100,13.3333,58,17,1,1,2,3,0,2,1,1,0,0,0,235,0,0,60,500,1
89.3333,140.3333,0,0,32,5002.333,346.6667,476.6667,0,0,320,260,4,1900,2631412,70,0,0,86.6667,0,26,13,5,1,2,4,0,2,1,1,0,0,0,251.3333,0,0,0,0,1
0,0,0,0,70,1941.567,216.6667,130,0,0,40,259.9,2,771,2569974,40,0,0,25,0,68,11,2,2,2,1,0,1,1,0,0,0,0,100,0,0,0,0,1
0,0,0,0,36,1300.233,151.6667,303.3333,0,0,150,259.9,2,23.3333,2569954,240,0,0,2,0,81,10,2,1,1,1,0,1,0,1,0,0,0,58,0,0,0,0,1
0,32,0,0,57,5762.595,728,130,0,0,518,259.8,2,89.1667,2530615,0,0,0,37.3333,0,71,10,5,1,1,2,0,1,0,1,0,0,0,182,0,606.6667,30,0,2
0,0,0,0,0,6678.467,271.3333,488.6667,0,0,0,259.8,4,5658.667,2626242,0,0,0,0,0,87,12,2,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,1
0,100,0,0,390,5899,4,1300,0,0,700,258.6667,4,1000,2630632,16,0,0,0,0,41,12,1,1,1,3,0,6,2,1,2,1,0,220,0,520,0,0,1
0,0,0,156,168,4317.067,108.3333,281.6667,0,0,160,257.9,2,466.3333,2641182,0,0,0,21.6667,0,59,13,1,1,1,2,0,3,2,1,0,0,0,163,0,0,755,0,1
0,89,0,0,86,2249.483,0,108.3333,43,0,40,257.9,1,209.25,2643332,96,0,0,30,0,53,12,3,2,1,3,0,1,0,1,0,0,0,82,0,0,80,0,1
0,976,0,0,100,4158.55,0,606.6667,124,0,80,257.8,1,844.3333,2642252,0,0,0,0,0,65,12,1,1,1,2,0,2,1,1,0,0,0,87,0,260,20,0,1
0,0,100,0,65,2178.417,366.6667,130,0,0,240,257.3333,4,765,2574624,0,0,0,0,0,32,0,5,2,2,3,0,2,1,0,0,0,1,95,0,0,0,0,1
0,197,0,0,297,3227.417,43.3333,195,118,0,120,256,1,831.0833,2636342,0,0,0,0,0,38,12,5,1,2,4,0,2,2,0,0,0,0,157,0,0,0,0,1
0,50,10,0,130,2906.9,43.3333,1083.333,0,0,0,255.9,4,550,2544265,0,50,0,50,0,49,12,1,2,1,1,0,5,1,1,0,0,3,79,0,86.6667,0,0,1
0,16,0,0,0,1694.467,26,476.6667,0,0,80,255.8,4,390,2565024,0,0,0,13.3333,0,69,15,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,150,1
280,100,0,0,0,5019.75,39,390,180,0,90,255,4,1455,2580183,0,90,0,90,0,27,12,5,1,1,4,0,1,0,1,0,0,0,145,60,0,0,0,1
5.3333,75,0,0,144,2921.817,325,303.3333,0,0,115,254.9,1,424.1667,2570754,0,0,0,20,26.3333,66,13,1,1,1,2,0,2,1,1,0,0,0,165,0,0,225,0,1
0,0,200,0,148,2148.433,108.3333,476.6667,0,0,80,254.8,2,300,2606913,0,0,0,25,8.3333,46,15,5,4,2,4,0,3,2,1,0,0,0,120,0,0,0,0,1
0,0,0,0,240,1109.967,0,366.6667,0,0,50,254.8,2,62.5,2603163,0,0,0,0,0,87,11,1,1,1,2,0,2,1,1,0,0,0,35,0,0,0,0,1
0,0,16,0,61,1935.333,43.3333,433.3333,0,0,150,254.6667,1,387.3333,2535665,0,0,0,0,8.6667,64,15,2,1,1,4,0,1,0,1,0,0,0,42,40,0,100,0,1
8,754.6667,0,8439,156,15968.62,227.6667,1521,0,429,336.6667,254,2,319,2605353,209,0,0,232.6667,6,50,15,1,1,1,2,103,4,1,3,0,0,0,0,200,0,0,0,1
4.3333,65,0,0,150,2539.083,0,212.3333,0,0,190,254,4,750,2601793,0,0,0,14,0,37,15,1,1,2,2,0,4,1,1,0,1,1,109,0,0,431,0,1
2,0,0,0,50,4749.517,173.3333,303.3333,19,40,250,253.9,2,88,2638542,0,0,345,4,45,51,11,1,1,2,,248,2,1,1,0,0,0,150,89,130,70,0,1
0,295,0,0,14,3351.233,1300,693.3333,0,0,35,253.9,4,575,2569844,0,0,0,40,5,71,16,2,1,2,2,0,1,1,0,0,0,0,82,0,0,0,0,1
0,10,50,0,190,2935.3,173.3333,866.6667,0,0,0,253.8,4,1200,2635812,0,0,0,20,0,73,12,1,6,1,4,0,2,1,1,0,0,0,95,0,0,0,0,1
0,0,0,0,520,15017.9,190.6667,3900,0,0,1100,253.8,1,3102.667,2624632,0,0,0,0,0,66,12,1,2,1,1,0,9,3,3,0,1,2,50,0,0,0,0,1
0,114,0,0,0,1374.467,0,329.3333,0,0,0,253.8,4,572,2599303,0,13.3333,0,0,4.6667,66,12,2,1,2,2,0,1,1,0,0,0,0,71.3333,0,0,10,0,1
0,402,0,0,116,4096.667,260,390,46,0,200,253.3333,5,0,2528145,0,0,0,0,0,60,12,2,1,2,1,0,2,2,0,0,0,0,468,0,346.6667,0,0,1
20,92,0,0,221,3545.667,173.3333,433.3333,0,0,300,253.3333,4,1200,2564854,0,0,0,20,0,24,13,5,1,1,2,0,1,0,1,0,0,0,176,0,0,50,0,1
43.3333,701,0,0,162,6727.417,121.3333,390,128,0,200,253.3333,1,1248.167,2540145,630,30,0,80,36.6667,46,13,1,1,1,1,0,4,2,1,0,0,1,155,78,0,660,0,1
0,0,90,0,51,2801.483,43.3333,325,0,0,200,252.5667,2,16.25,2607423,549,0,0,58,2.3333,82,12,2,1,2,3,0,1,1,0,0,0,0,104,0,0,0,0,1
0,0,0,0,572,4164.667,130,606.6667,0,0,240,252,4,1150,2565444,0,0,0,0,0,29,14,4,2,2,2,0,1,1,0,0,0,0,140,80,0,0,0,1
13.3333,0,0,0,0,1852.567,65,195,0,0,200,251.9,4,450,2638562,0,0,0,16,54.3333,74,14,2,1,2,3,0,1,1,0,0,0,0,15,0,0,0,0,1
0,46.6667,23,0,140,2764.467,86.6667,780,40,0,120,251.8,4,500,2562894,0,0,0,0,0,30,12,5,2,2,3,0,3,1,1,0,1,0,45,0,173.3333,65,0,1
0,38,0,0,118,1653.8,43.3333,195,0,0,200,251.8,2,300,2637962,0,0,0,8.6667,0,77,12,1,1,2,2,27,2,1,1,0,0,0,94,0,0,0,0,1
0,116,0,0,314,10025.35,325,650,0,2424,1237.5,250,1,1344.25,2582253,0,0,0,0,0,51,12,1,1,2,3,0,2,1,1,0,0,0,471,92,871,103,0,1
6.6667,0,0,212,218,2902.5,214,563.3333,0,0,117.6667,250,2,254,2573444,0,0,0,13.3333,0,55,15,1,1,2,2,0,2,1,1,0,0,0,112,0,0,0,0,2
66.6667,200,0,0,230,4619.75,65,325,0,0,240,250,1,1394,2602084,0,0,0,0,0,47,13,1,1,2,2,0,4,1,1,0,2,0,165,0,0,0,0,1
40,21,0,0,65,3608.5,0,455,0,0,240,250,4,1895,2613152,0,0,0,0,0,24,13,5,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,230,2989.5,0,208,0,0,50,250,4,600,2602013,0,0,0,3.3333,0,47,15,4,1,2,2,0,2,1,1,0,0,0,125,0,0,0,0,1
150,163,124,0,266,11160.85,1300,2210,137,0,1800,250,2,1200,2622432,0,0,0,150,10,57,11,1,4,1,3,0,6,3,1,0,1,1,480,0,0,0,0,1
270,1166.333,60,0,215,9248.417,1600,650,127,0,110,250,4,1670,2535795,0,0,0,200,0,49,10,5,1,1,4,0,2,1,1,0,0,0,280,0,0,60,0,1
0,139,0,0,133,7061.5,0,1620.667,0,0,100,250,1,1604,2559514,0,0,53,0,0,27,14,1,1,1,4,0,4,1,1,1,1,0,140,0,0,50,0,1
0,200,0,0,0,2680.2,325,374.6667,0,0,440,250,1,237.0833,2545205,0,0,0,15,4.3333,31,15,1,1,1,3,0,2,1,1,0,0,0,120,0,0,0,0,1
33.3333,20,0,600,160,7177,866.6667,797.3333,0,0,700,250,4,1900,2597305,0,0,0,0,46.6667,23,17,5,1,1,3,0,1,0,1,0,0,0,0,0,0,220,0,1
50,33.3333,120,0,198,7341.333,450,931.6667,0,0,250,250,1,3201,2536715,150,0,0,66.6667,0,47,14,3,1,1,4,0,3,1,1,0,1,0,230,0,0,75,0,1
33.3333,270,0,0,48,5397,866.6667,325,0,0,0,250,4,720,2574144,0,20,0,125,0,34,15,5,1,1,1,0,1,0,1,0,0,0,66,0,0,0,0,1
50,991,0,0,219,14196.75,325,1300,403,0,1080,250,4,2400,2550634,20,0,0,60,0,31,13,1,1,2,3,0,5,1,1,1,2,0,780,0,0,30,0,1
0,0,0,0,0,4167.95,540,390,0,0,600,250,4,900,2616042,0,0,0,200,0,30,13,5,1,2,4,0,3,1,0,1,1,0,399,0,0,0,0,1
110,99,0,0,150,3211.65,216.6667,476.6667,0,0,400,249.9,1,516,2569644,0,0,0,80,0,29,15,1,1,1,1,0,5,1,1,1,0,2,50,0,86.6667,0,0,1
69.3333,228,100,0,67,3601.233,133.6667,195,0,0,50,249.9,2,316.6667,2601573,0,0,0,70,16.6667,77,15,3,1,2,3,0,1,1,0,0,0,0,43,0,0,20,416,1
0,0,100,0,109,1970.05,8.6667,173.3333,0,0,200,249.8,2,203.25,2638732,0,0,0,0,0,87,12,1,1,2,3,0,2,1,1,0,0,0,0,0,0,53,0,1
0,7,0,0,90,1424.8,0,156,0,0,40,249.8,5,600,2598053,0,0,0,0,0,76,12,2,1,1,3,0,1,0,1,0,0,0,78,0,0,0,0,2
0,0,0,0,175,2364.7,65,585,0,0,0,249.7,4,1200,2622422,0,0,0,0,0,87,12,2,4,2,4,0,1,1,0,0,0,0,90,0,0,0,0,1
103,35.3333,14.6667,0,30,6343.814,810,346.6667,0,0,0,249.6667,4,1054,2543735,0,219.3333,0,46.6667,16.6667,29,17,5,1,1,2,0,1,0,1,0,0,0,66,0,0,0,0,1
0,0,40,0,150,5716.333,390,780,0,0,400,249.3333,1,1504.667,2605523,0,29,0,0,0,34,12,1,1,2,1,64,4,1,1,0,2,0,250,0,173.3333,165,0,1
0,0,0,0,0,2798.5,395.6667,360.3333,0,0,0,249,2,1408.5,2570114,0,0,0,0,0,66,13,3,1,2,1,0,1,1,0,0,0,0,10,0,0,0,0,1
